State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity
Telangana,Karimnagar,2023,June,17-10-2023 15:32,16.64951366,79.16837802,Urban Road,Dry,Daylight,Hazy,Signals,69,Male,30 yr,Valid,64,Yes,Cycle,poor,Minor
Chhattisgarh,North Port-23,2021,January,27-04-2021 05:39,28.41241484,95.84019899,Village Road,Under Construction,Dark,Rainy,Police Checkpost,78,Female,3 yr,Valid,84,Yes,Car,average,Serious
Maharashtra,North Port-8,2022,May,02-03-2022 17:14,21.92752583,75.22718445,Urban Road,Under Construction,Dark,Hazy,Police Checkpost,46,Female,17 yr,Expired,106,Yes,Truck,medium,Minor
Delhi,Central District-18,2021,June,28-05-2021 10:38,21.08154602,96.0974117,Village Road,Dry,Dawn,Rainy,Signs,40,Male,1 yr,Valid,35,Yes,Bus,poor,Fatal
Goa,Panaji-82,2018,February,27-02-2018 23:59,22.95143301,78.96505273,State Highway,Damaged,Daylight,Rainy,Police Checkpost,37,Female,2 months,Valid,31,No,Truck,bad,Fatal
Assam,Guwahati-21,2020,January,03-01-2020 18:33,23.02992604,79.00202239,State Highway,Wet,Dark,Stormy,Police Checkpost,58,Male,5 yr,Valid,35,No,Cycle,good,Minor
Sikkim,Namchi-13,2023,November,15-11-2023 02:58,27.53139487,88.55457248,Urban Road,Damaged,Dark,Rainy,Signals,68,Male,3 months,Valid,82,Yes,Auto-Rickshaw,average,Serious
Rajasthan,South District-47,2021,April,25-06-2021 13:03,32.94808333,77.07175986,National Highway,Dry,Dawn,Rainy,Police Checkpost,27,Male,29 yr,Valid,124,No,Auto-Rickshaw,good,Minor
Himachal Pradesh,South District-36,2018,June,09-03-2018 05:10,24.99969141,82.807083,Urban Road,Dry,Dawn,Clear,Police Checkpost,39,Female,5 months,Valid,60,Yes,Two-Wheeler,average,Serious
Meghalaya,Central District-8,2020,September,02-10-2020 12:26,30.14392673,81.99128067,Village Road,Damaged,Daylight,Foggy,Police Checkpost,43,Female,6 yr,No license,122,No,Bus,medium,Minor
Karnataka,Bengaluru-11,2019,November,25-11-2019 12:03,22.98676674,79.01483788,Village Road,Damaged,Dark,Foggy,Police Checkpost,29,Male,5 yr,Valid,21,No,Cycle,average,Minor
Haryana,North Port-12,2022,October,04-08-2022 04:20,28.19693263,76.37987878,Village Road,Damaged,Dark,Foggy,Signals,33,Female,10 months,Expired,12,Yes,Car,bad,Minor
Tamil Nadu,Vellore,2022,June,23-08-2022 10:01,12.06169733,76.47703953,Urban Road,Dry,Dusk,Stormy,Signs,60,Female,1 months,Valid,129,Yes,Two-Wheeler,bad,Fatal
Uttarakhand,Haridwar-22,2019,February,03-02-2019 08:08,22.9803873,79.02445115,National Highway,Damaged,Daylight,Rainy,Police Checkpost,35,Male,6 yr,No license,144,Yes,Auto-Rickshaw,poor,Fatal
Punjab,Patiala,2023,May,28-09-2023 18:47,30.7466822,75.6303214,National Highway,Dry,Dawn,Clear,Signals,80,Male,18 yr,No license,143,Yes,Cycle,good,Minor
Chhattisgarh,Bilaspur-20,2021,July,22-07-2021 02:53,21.29225353,81.82219564,Urban Road,Dry,Dawn,Clear,Police Checkpost,56,Female,4 yr,Expired,91,Yes,Auto-Rickshaw,average,Serious
Telangana,Central District-49,2022,April,10-09-2022 07:11,18.26055147,80.18520893,Village Road,Dry,Dusk,Hazy,Signals,66,Male,22 yr,Valid,54,Yes,Two-Wheeler,average,Minor
Punjab,Chandigarh,2020,October,22-06-2020 08:04,30.43199175,73.93594186,State Highway,Wet,Dusk,Foggy,Police Checkpost,52,Male,26 yr,Valid,136,No,Truck,bad,Minor
Bihar,East Town-37,2020,October,08-01-2020 12:38,20.04317156,69.94347603,Urban Road,Wet,Dawn,Stormy,Signs,33,Female,2 months,Expired,95,Yes,Bus,good,Serious
Andhra Pradesh,Visakhapatnam-17,2019,December,23-12-2019 01:12,22.96270437,78.97767918,Village Road,Wet,Dusk,Stormy,Signals,52,Female,2 yr,Valid,124,Yes,Two-Wheeler,average,Minor
Delhi,New Port-12,2022,July,16-05-2022 19:19,28.44268749,80.08693212,National Highway,Wet,Dawn,Hazy,Police Checkpost,59,Female,6 months,Valid,18,Yes,Bus,bad,Fatal
Karnataka,New District-14,2021,October,31-12-2021 05:15,17.31866803,75.8962965,Village Road,Dry,Daylight,Clear,Signs,57,Male,6 yr,No license,21,Yes,Bus,poor,Minor
Sikkim,South Port-10,2018,October,04-12-2018 08:09,14.57018095,70.47544142,Village Road,Dry,Dawn,Clear,Signals,29,Male,12 yr,Valid,125,Yes,Bus,poor,Minor
Chandigarh,Chandigarh-62,2023,May,22-05-2023 16:59,23.04975575,78.96876141,National Highway,Dry,Daylight,Clear,Signs,25,Female,10 yr,Valid,97,Yes,Two-Wheeler,poor,Fatal
Uttar Pradesh,Meerut-9,2018,November,12-11-2018 18:21,26.80261571,80.95888735,Village Road,Dry,Dawn,Foggy,Signs,58,Male,4 months,Expired,71,Yes,Two-Wheeler,bad,Minor
Goa,South City-16,2021,November,30-12-2021 00:51,36.67466617,94.1757938,Urban Road,Wet,Dawn,Rainy,Signs,54,Male,3 months,Valid,113,Yes,Cycle,medium,Minor
West Bengal,South City-2,2023,November,14-11-2023 13:58,22.92229829,85.37251127,National Highway,Dry,Dawn,Rainy,Signs,67,Female,9 yr,Valid,82,Yes,Two-Wheeler,bad,Fatal
Haryana,Faridabad-10,2018,May,04-05-2018 03:36,22.99457496,79.01801949,National Highway,Dry,Dusk,Hazy,Signs,42,Male,11 yr,Valid,86,No,Car,medium,Serious
Himachal Pradesh,New City-43,2021,November,23-10-2021 21:16,13.76387424,76.87502464,Urban Road,Wet,Dusk,Clear,Signals,68,Male,3 months,Valid,49,Yes,Two-Wheeler,good,Serious
Puducherry,North Port-9,2023,June,05-01-2023 14:01,14.43577531,71.17039893,Village Road,Wet,Dusk,Clear,Signs,18,Female,3 months,Valid,144,Yes,Car,good,Serious
Andhra Pradesh,South Port-7,2023,September,13-10-2023 00:01,17.31746832,77.84187453,Urban Road,Damaged,Dawn,Rainy,Signs,77,Male,5 months,Valid,26,Yes,Bus,poor,Minor
Rajasthan,Jaipur,2022,September,17-08-2022 15:07,35.36069135,73.6031012,Village Road,Wet,Dawn,Foggy,Signs,58,Female,30 yr,Valid,128,Yes,Bus,average,Serious
Himachal Pradesh,Central City-32,2019,October,01-09-2019 14:29,24.43214383,95.32721119,Urban Road,Dry,Daylight,Hazy,Signals,38,Male,5 months,Valid,135,No,Cycle,poor,Minor
Assam,East District-29,2018,January,03-11-2018 19:17,24.52047269,92.39250459,National Highway,Dry,Dawn,Foggy,Police Checkpost,29,Female,7 yr,Valid,33,Yes,Truck,medium,Minor
Punjab,Bathinda,2022,April,09-08-2022 15:48,31.37955156,76.07731734,Village Road,Dry,Daylight,Rainy,Signs,48,Female,6 yr,Valid,11,Yes,Bus,average,Minor
Himachal Pradesh,Manali-10,2022,September,15-09-2022 06:44,31.11607157,77.18317764,National Highway,Dry,Dark,Stormy,Signs,45,Male,9 yr,Valid,101,No,Two-Wheeler,good,Minor
Madhya Pradesh,East Town-30,2020,March,19-07-2020 18:41,20.94944885,76.06133163,Urban Road,Dry,Dawn,Foggy,Signals,60,Female,27 yr,Valid,126,Yes,Two-Wheeler,good,Serious
Mizoram,Aizawl-28,2020,July,27-07-2020 23:44,23.03788971,78.96195363,State Highway,Wet,Dark,Rainy,Signals,60,Male,8 months,Valid,62,No,Cycle,good,Minor
Sikkim,Mangan-14,2022,May,17-05-2022 11:16,27.51702224,88.50653197,National Highway,Damaged,Dark,Stormy,Signs,33,Female,10 yr,Valid,55,Yes,Two-Wheeler,average,Fatal
Rajasthan,Alwar,2023,March,01-06-2023 09:30,26.35075531,73.03603147,Urban Road,Dry,Daylight,Foggy,Signals,66,Male,13 yr,Valid,54,Yes,Car,bad,Minor
Meghalaya,East Town-16,2023,April,24-01-2023 21:47,14.4162386,90.68989188,Urban Road,Dry,Dark,Foggy,Police Checkpost,61,Male,3 yr,Valid,18,Yes,Two-Wheeler,bad,Minor
Mizoram,South District-43,2019,October,28-04-2019 15:26,25.94279265,82.43788362,Village Road,Dry,Daylight,Foggy,Police Checkpost,50,Female,11 months,Valid,15,No,Cycle,average,Minor
Gujarat,Rajkot,2021,October,15-08-2021 14:25,23.06132279,71.15628228,State Highway,Dry,Dark,Hazy,Signals,68,Male,2 yr,Valid,60,No,Bus,good,Serious
Haryana,Hisar,2021,July,25-05-2021 16:35,28.6415047,77.58394411,Urban Road,Wet,Dawn,Clear,Signs,68,Female,24 yr,Valid,128,Yes,Two-Wheeler,poor,Serious
Haryana,Gurgaon,2022,December,12-01-2022 07:45,27.67615377,76.58362649,Village Road,Wet,Dark,Stormy,Signs,33,Female,10 months,Expired,44,Yes,Auto-Rickshaw,poor,Minor
Maharashtra,South Port-20,2022,December,27-02-2022 12:43,20.91527035,75.70007249,State Highway,Dry,Daylight,Clear,Signals,75,Female,7 yr,Expired,91,No,Truck,good,Serious
Bihar,New Port-3,2019,April,15-05-2019 06:30,16.13518326,94.62366688,State Highway,Under Construction,Dark,Rainy,Signs,77,Male,10 months,Valid,34,Yes,Bus,good,Minor
Himachal Pradesh,Central Port-25,2022,April,03-01-2022 15:41,20.51493291,81.82111275,National Highway,Wet,Dark,Hazy,Signs,52,Male,18 yr,Valid,148,Yes,Two-Wheeler,poor,Serious
Rajasthan,Udaipur,2018,September,14-02-2018 17:04,27.23335289,75.28066474,Urban Road,Damaged,Daylight,Stormy,Signs,65,Female,6 yr,Valid,26,Yes,Two-Wheeler,good,Minor
Jammu and Kashmir,New City-23,2022,January,26-09-2022 09:32,32.56121317,76.45912863,Urban Road,Under Construction,Dark,Clear,Police Checkpost,66,Female,24 yr,Expired,45,Yes,Bus,poor,Minor
Manipur,North City-42,2018,May,07-02-2018 06:44,11.7820207,71.28852884,National Highway,Wet,Dawn,Stormy,Signs,75,Female,1 yr,Valid,105,No,Cycle,poor,Minor
Odisha,Rourkela-11,2020,August,07-08-2020 01:10,23.03542252,78.98001555,Village Road,Dry,Daylight,Foggy,Signals,53,Male,13 yr,Expired,30,No,Pedestrian,medium,Minor
Madhya Pradesh,Jabalpur,2018,February,29-05-2018 16:59,23.84269036,75.85809589,Urban Road,Dry,Daylight,Stormy,Signals,36,Male,12 yr,Valid,27,No,Two-Wheeler,good,Serious
Rajasthan,Alwar,2018,December,26-11-2018 14:18,32.8894616,70.52903032,State Highway,Dry,Daylight,Clear,Police Checkpost,40,Male,5 yr,Valid,10,Yes,Two-Wheeler,bad,Serious
Sikkim,North Port-37,2021,September,08-12-2021 07:49,14.08427418,69.58192041,State Highway,Dry,Dark,Rainy,Signs,32,Male,25 yr,Valid,145,No,Cycle,bad,Serious
Telangana,Mahbubnagar,2020,April,21-08-2020 07:05,16.58405098,80.47547921,Urban Road,Damaged,Dawn,Hazy,Signals,66,Female,1 months,No license,60,No,Two-Wheeler,bad,Serious
Himachal Pradesh,North Town-30,2019,August,05-02-2019 11:32,33.16644267,87.54465947,State Highway,Wet,Dawn,Stormy,Signals,41,Female,1 months,Valid,88,No,Bus,poor,Minor
Arunachal Pradesh,Itanagar-64,2023,August,12-08-2023 23:40,22.97903651,78.974666,National Highway,Wet,Dark,Stormy,Signs,41,Female,8 yr,Expired,45,No,Pedestrian,bad,Serious
Tamil Nadu,Chennai,2019,April,19-12-2019 19:56,10.69483998,78.68592334,Urban Road,Dry,Daylight,Hazy,Signals,66,Female,11 months,Valid,71,Yes,Two-Wheeler,good,Minor
Nagaland,South Town-29,2018,July,22-07-2018 06:41,19.00901527,96.705393,National Highway,Dry,Dawn,Foggy,Signals,66,Male,5 yr,Valid,138,Yes,Car,good,Serious
Maharashtra,Mumbai,2022,February,16-02-2022 17:42,20.5015231,72.92667068,Urban Road,Wet,Dawn,Hazy,Signals,65,Male,26 yr,Valid,94,No,Bus,bad,Serious
Uttarakhand,Dehradun-8,2018,August,21-08-2018 01:43,22.95539707,79.01806061,Village Road,Dry,Dawn,Hazy,Police Checkpost,53,Female,12 yr,Expired,51,No,Pedestrian,average,Serious
Maharashtra,Pimpri-Chinchwad-3,2022,April,17-04-2022 17:33,22.98807651,79.04421048,State Highway,Wet,Dark,Rainy,Police Checkpost,42,Male,5 yr,Valid,10,Yes,Pedestrian,medium,Minor
Tamil Nadu,Salem,2018,September,24-01-2018 05:30,8.64662557,78.77788507,Urban Road,Dry,Daylight,Foggy,Signals,23,Female,4 months,Valid,63,Yes,Auto-Rickshaw,medium,Serious
Delhi,Central Port-4,2018,January,20-12-2018 12:54,9.45532511,72.93016997,Village Road,Dry,Daylight,Rainy,Signals,61,Female,20 yr,Valid,109,Yes,Bus,medium,Minor
Gujarat,South Town-25,2018,September,21-06-2018 08:10,24.54181925,70.39316801,State Highway,Dry,Dawn,Rainy,Signals,58,Female,16 yr,Valid,48,Yes,Cycle,poor,Minor
Madhya Pradesh,North Town-14,2019,July,11-11-2019 13:42,20.33137337,75.35183221,State Highway,Wet,Dark,Foggy,Signs,21,Female,1 months,No license,16,Yes,Truck,poor,Minor
Bihar,West Town-4,2021,November,28-05-2021 01:48,19.43009791,75.04291767,State Highway,Dry,Dusk,Foggy,Signs,24,Male,1 months,Expired,130,No,Bus,poor,Serious
Nagaland,East Port-21,2023,January,10-09-2023 06:50,16.63697355,72.34687783,Village Road,Damaged,Dusk,Stormy,Signals,20,Male,21 yr,No license,54,No,Truck,bad,Serious
Goa,North Town-8,2022,February,14-11-2022 05:39,14.80991497,70.67794966,Village Road,Dry,Dawn,Foggy,Signs,29,Female,7 months,Expired,83,Yes,Cycle,good,Minor
Maharashtra,Aurangabad-10,2022,March,21-03-2022 19:43,23.00868441,78.95975612,State Highway,Damaged,Daylight,Foggy,Signals,27,Female,5 yr,No license,129,No,Cycle,medium,Minor
Karnataka,Bangalore,2021,December,19-05-2021 14:53,13.17368923,75.77023235,Urban Road,Wet,Dawn,Clear,Signals,64,Female,6 months,Expired,81,No,Two-Wheeler,medium,Minor
Bihar,New City-19,2022,March,01-10-2022 23:31,11.42388952,79.72054728,State Highway,Wet,Dark,Rainy,Police Checkpost,32,Male,9 yr,Valid,147,No,Bus,average,Minor
Sikkim,South Town-30,2022,March,08-11-2022 08:40,34.72271424,80.70096683,State Highway,Damaged,Dark,Clear,Signs,36,Male,5 yr,Valid,55,Yes,Truck,average,Fatal
Telangana,West City-50,2019,November,10-10-2019 18:06,16.8263435,77.78884634,Village Road,Wet,Dawn,Rainy,Signs,76,Female,23 yr,Expired,132,Yes,Bus,bad,Serious
Goa,East Port-46,2019,January,21-03-2019 15:54,28.90244629,92.52166201,Village Road,Dry,Dusk,Clear,Signs,21,Male,23 yr,Expired,127,No,Truck,bad,Fatal
Andhra Pradesh,Hyderabad,2020,July,11-11-2020 12:09,14.39376775,80.3021233,Urban Road,Dry,Daylight,Foggy,Signs,77,Female,11 yr,Expired,84,Yes,Bus,average,Minor
Uttarakhand,West Port-35,2018,October,16-11-2018 21:35,19.90949115,69.1905016,Urban Road,Dry,Dark,Foggy,Police Checkpost,77,Female,5 months,Expired,15,Yes,Two-Wheeler,medium,Fatal
Bihar,South Port-35,2021,September,20-02-2021 19:31,13.98111401,68.0642548,Urban Road,Damaged,Dusk,Clear,Police Checkpost,61,Female,7 yr,Valid,30,No,Cycle,poor,Serious
Andhra Pradesh,Visakhapatnam,2023,September,08-01-2023 15:13,18.43065509,78.11364188,National Highway,Wet,Dark,Hazy,Police Checkpost,44,Male,8 yr,Valid,112,No,Bus,poor,Fatal
Tamil Nadu,Nagercoil,2021,January,03-02-2021 16:23,10.14627828,79.43966265,National Highway,Wet,Daylight,Foggy,Signals,18,Male,27 yr,No license,97,Yes,Bus,bad,Fatal
Chandigarh,South Port-8,2018,June,07-07-2018 17:17,31.02962493,88.90880551,Village Road,Dry,Dawn,Clear,Signals,47,Male,1 months,Expired,108,Yes,Bus,average,Serious
Nagaland,New Town-29,2019,January,13-09-2019 12:04,19.095433,93.68999389,Urban Road,Wet,Daylight,Rainy,Signs,58,Male,6 months,No license,71,No,Car,bad,Serious
Madhya Pradesh,Gwalior,2021,December,30-01-2021 03:17,20.68643405,78.97245177,Urban Road,Wet,Daylight,Foggy,Signs,70,Male,2 months,Valid,116,No,Bus,good,Serious
Haryana,Faridabad,2020,February,12-09-2020 22:42,28.57770103,77.23271507,National Highway,Dry,Daylight,Stormy,Signs,78,Male,28 yr,Valid,92,No,Truck,medium,Minor
Maharashtra,Solapur,2019,March,16-09-2019 03:23,17.54728874,74.21801251,National Highway,Wet,Dark,Foggy,Signs,56,Female,16 yr,No license,65,No,Two-Wheeler,medium,Serious
Punjab,Jalandhar,2019,February,09-12-2019 06:43,32.15409953,75.60679909,National Highway,Damaged,Dawn,Hazy,Police Checkpost,26,Male,10 months,No license,31,Yes,Truck,good,Minor
Tripura,New Town-4,2023,July,30-11-2023 15:20,24.0427208,78.46168572,Urban Road,Wet,Dawn,Hazy,Signals,74,Male,1 months,Valid,77,Yes,Two-Wheeler,medium,Minor
Haryana,Karnal,2022,May,01-04-2022 07:46,27.97693105,76.80014703,National Highway,Wet,Dawn,Foggy,Signals,18,Male,5 months,No license,19,No,Bus,medium,Minor
West Bengal,Asansol-6,2021,December,23-12-2021 08:32,23.03083593,78.99568733,Village Road,Dry,Dawn,Stormy,Police Checkpost,61,Male,15 yr,Expired,75,No,Truck,bad,Minor
Maharashtra,Nashik,2019,February,05-09-2019 19:28,21.97918517,74.48131511,Urban Road,Wet,Dawn,Foggy,Signals,68,Male,29 yr,Valid,17,No,Pedestrian,good,Minor
Sikkim,New City-31,2022,August,14-09-2022 14:12,9.64578452,95.7437958,Urban Road,Wet,Daylight,Rainy,Signs,59,Female,3 months,Expired,132,Yes,Two-Wheeler,bad,Serious
Haryana,Panipat,2023,March,15-11-2023 12:57,29.02815939,76.41939499,State Highway,Under Construction,Daylight,Foggy,Signals,60,Female,1 months,Valid,47,Yes,Two-Wheeler,poor,Fatal
Andhra Pradesh,Kakinada,2018,December,28-11-2018 23:58,15.23051447,80.50865585,Village Road,Wet,Daylight,Foggy,Police Checkpost,61,Female,1 months,No license,132,Yes,Pedestrian,medium,Fatal
Chhattisgarh,Raipur-2,2021,April,18-04-2021 05:38,21.31315654,81.84537369,State Highway,Dry,Dusk,Foggy,Signals,22,Male,5 yr,Valid,71,Yes,Pedestrian,bad,Serious
Punjab,North Town-35,2023,December,07-08-2023 02:15,31.76927805,74.39645031,National Highway,Dry,Dusk,Foggy,Signs,36,Female,1 months,Valid,147,No,Bus,bad,Minor
Rajasthan,Kota,2021,August,23-02-2021 03:56,33.31256037,69.32887212,National Highway,Dry,Daylight,Clear,Signs,50,Male,1 months,Valid,54,No,Truck,medium,Serious
Mizoram,West Port-3,2020,September,25-09-2020 15:07,10.69734863,92.33660195,Village Road,Dry,Dusk,Rainy,Signs,22,Female,5 yr,Expired,74,Yes,Bus,average,Fatal
Gujarat,Gandhinagar,2019,October,28-03-2019 06:06,23.68999222,70.54633892,National Highway,Dry,Dark,Rainy,Signs,29,Female,1 yr,Valid,76,No,Bus,bad,Minor
Kerala,Kozhikode-13,2023,January,09-01-2023 09:54,22.97479938,79.0257564,Village Road,Damaged,Dark,Hazy,Signs,68,Male,7 yr,Expired,146,Yes,Cycle,bad,Minor
Haryana,Faridabad,2019,July,10-05-2019 00:45,27.6592041,77.44535917,State Highway,Dry,Daylight,Stormy,Police Checkpost,33,Male,1 yr,Valid,142,No,Pedestrian,medium,Serious
Manipur,North Town-10,2022,January,28-02-2022 04:09,24.14637484,94.31713099,Village Road,Dry,Dusk,Stormy,Police Checkpost,34,Male,1 months,Valid,115,Yes,Bus,poor,Minor
Punjab,Ludhiana,2022,June,16-07-2022 03:26,30.17882459,73.68595719,Village Road,Dry,Dusk,Rainy,Signs,77,Female,11 months,Valid,147,Yes,Truck,poor,Fatal
Haryana,Hisar,2022,October,01-10-2022 02:20,29.26759074,77.30156219,Urban Road,Wet,Dark,Hazy,Police Checkpost,57,Female,3 months,Valid,149,Yes,Auto-Rickshaw,medium,Fatal
Bihar,New Town-29,2018,November,24-01-2018 08:45,35.60110814,78.60871105,State Highway,Dry,Dark,Foggy,Signals,49,Male,5 yr,No license,91,Yes,Car,bad,Fatal
Tamil Nadu,Coimbatore,2019,July,24-12-2019 12:26,13.01185157,76.65169214,Urban Road,Wet,Dusk,Foggy,Signals,67,Male,26 yr,Valid,67,No,Two-Wheeler,good,Minor
Karnataka,Hassan,2018,July,09-12-2018 14:52,16.60066326,77.19642816,State Highway,Dry,Daylight,Stormy,Signs,32,Female,7 months,Expired,140,No,Car,medium,Minor
Madhya Pradesh,Gwalior,2018,December,07-10-2018 01:07,20.29567643,78.12450032,Urban Road,Dry,Dark,Clear,Signs,39,Male,3 yr,Valid,78,No,Car,average,Serious
Puducherry,Central Town-32,2020,August,07-03-2020 02:40,19.91541495,96.94069184,National Highway,Dry,Dusk,Stormy,Signals,43,Male,25 yr,Valid,98,Yes,Truck,bad,Minor
Nagaland,East District-44,2023,February,11-02-2023 00:33,15.48608351,73.56551188,Village Road,Damaged,Dawn,Rainy,Police Checkpost,25,Female,8 months,Valid,73,Yes,Bus,bad,Minor
Telangana,Khammam,2018,November,20-11-2018 06:50,18.68149632,77.74136818,National Highway,Dry,Dusk,Clear,Police Checkpost,21,Male,25 yr,Expired,81,Yes,Cycle,medium,Minor
Gujarat,Bharuch,2023,June,10-09-2023 02:54,23.80788966,71.18935206,Village Road,Dry,Dawn,Rainy,Signals,68,Female,30 yr,Valid,26,Yes,Bus,good,Minor
Bihar,South District-24,2020,October,27-06-2020 07:46,36.96179752,79.46352232,State Highway,Wet,Dusk,Foggy,Police Checkpost,52,Male,10 months,No license,82,Yes,Pedestrian,medium,Serious
Bihar,West Port-39,2018,October,07-07-2018 10:47,35.29970108,71.33422718,State Highway,Under Construction,Dawn,Clear,Police Checkpost,43,Female,18 yr,Expired,79,Yes,Truck,medium,Minor
Punjab,Jalandhar,2020,January,13-08-2020 05:51,32.3988716,75.42572425,Urban Road,Dry,Dawn,Stormy,Signals,45,Male,24 yr,Valid,122,No,Bus,good,Serious
Arunachal Pradesh,West City-50,2020,November,16-04-2020 02:38,14.22790367,69.44206078,Village Road,Dry,Dawn,Stormy,Signs,79,Male,7 months,Valid,30,Yes,Two-Wheeler,poor,Serious
Haryana,Panipat,2023,March,29-03-2023 09:54,29.6903265,76.80077361,Village Road,Dry,Dark,Rainy,Police Checkpost,64,Female,9 yr,Expired,144,No,Cycle,poor,Minor
Arunachal Pradesh,Itanagar-20,2018,June,23-06-2018 09:44,22.97374178,79.01567449,Village Road,Wet,Dusk,Hazy,Signals,18,Female,15 yr,Expired,16,No,Truck,poor,Fatal
Karnataka,Hubballi-14,2020,September,16-09-2020 15:31,23.01938536,79.03316194,National Highway,Under Construction,Dusk,Foggy,Signals,62,Female,6 yr,No license,120,No,Auto-Rickshaw,poor,Serious
Tamil Nadu,Nagercoil,2018,August,25-04-2018 14:51,11.49830927,76.8919954,Urban Road,Wet,Daylight,Hazy,Signs,47,Male,9 yr,No license,36,No,Bus,poor,Minor
Punjab,Ludhiana,2022,May,08-09-2022 20:38,30.45739269,76.07669289,Urban Road,Wet,Dawn,Clear,Police Checkpost,80,Male,8 yr,Valid,17,No,Pedestrian,average,Fatal
Manipur,East Port-43,2023,February,14-02-2023 22:39,19.21811951,81.6177663,State Highway,Dry,Daylight,Hazy,Signs,24,Female,28 yr,No license,37,Yes,Cycle,average,Minor
Gujarat,Central District-18,2019,December,11-05-2019 17:16,22.38508688,68.41677974,State Highway,Wet,Dark,Stormy,Signals,26,Male,24 yr,No license,56,Yes,Truck,good,Minor
Gujarat,West Town-23,2019,February,19-07-2019 01:29,21.39047834,73.21376806,Urban Road,Wet,Dark,Foggy,Signs,32,Female,10 months,Valid,95,Yes,Bus,good,Serious
Uttarakhand,New District-42,2020,January,27-01-2020 08:56,24.47892984,87.2990065,State Highway,Dry,Dawn,Rainy,Signs,33,Male,23 yr,Valid,19,Yes,Two-Wheeler,good,Serious
Punjab,Jalandhar,2018,October,28-01-2018 00:02,31.92497727,75.4863493,State Highway,Wet,Dawn,Hazy,Police Checkpost,80,Male,13 yr,No license,123,No,Bus,good,Minor
Chandigarh,West District-3,2021,September,15-04-2021 19:09,13.24227094,82.15707784,State Highway,Dry,Daylight,Clear,Signals,72,Male,6 months,Valid,42,Yes,Two-Wheeler,good,Serious
Delhi,New Delhi-32,2023,July,18-07-2023 15:43,22.97483181,79.00735241,State Highway,Damaged,Dark,Clear,Signals,46,Female,2 yr,Valid,144,No,Two-Wheeler,medium,Serious
Kerala,Thiruvananthapuram-18,2022,March,19-03-2022 04:53,23.02331469,78.98537362,Urban Road,Damaged,Dark,Clear,Police Checkpost,55,Female,4 months,Expired,140,Yes,Two-Wheeler,medium,Minor
Chhattisgarh,New Port-6,2022,April,11-02-2022 14:36,36.8421389,81.29591511,Urban Road,Dry,Dark,Rainy,Signs,42,Male,14 yr,Valid,23,No,Two-Wheeler,average,Serious
Manipur,New City-1,2022,December,06-08-2022 23:04,10.49581407,94.89525025,Urban Road,Dry,Dawn,Rainy,Signals,20,Female,28 yr,Valid,55,No,Pedestrian,average,Fatal
Nagaland,Kohima-30,2018,January,10-01-2018 13:18,22.9654598,79.02212553,Village Road,Damaged,Dusk,Foggy,Signs,65,Male,15 yr,Valid,70,No,Auto-Rickshaw,medium,Serious
Chandigarh,New City-7,2022,October,18-05-2022 11:54,15.7897344,79.06025909,Urban Road,Dry,Dusk,Hazy,Signs,19,Female,26 yr,Valid,22,No,Bus,bad,Minor
Arunachal Pradesh,Itanagar-70,2021,October,04-10-2021 01:28,23.00522231,79.02486939,State Highway,Dry,Dusk,Hazy,Signals,46,Male,8 yr,Valid,25,No,Bus,bad,Minor
Tamil Nadu,Kanyakumari,2019,November,26-01-2019 21:45,10.28562491,79.34294781,Village Road,Dry,Dawn,Foggy,Signs,52,Male,25 yr,Valid,142,No,Two-Wheeler,medium,Minor
Kerala,North City-2,2021,January,06-04-2021 04:51,36.65089892,79.05299783,Urban Road,Dry,Dusk,Stormy,Signs,32,Male,10 yr,Valid,47,Yes,Truck,good,Minor
Rajasthan,Jaipur,2022,August,02-07-2022 01:49,33.01834959,76.40698058,Village Road,Under Construction,Dusk,Foggy,Signals,42,Male,10 months,Valid,47,No,Car,poor,Minor
Rajasthan,Ajmer-7,2022,June,05-06-2022 02:29,27.02542361,74.24355821,State Highway,Dry,Daylight,Stormy,Signals,65,Male,10 yr,Valid,112,Yes,Bus,average,Minor
Punjab,Patiala,2019,July,22-05-2019 01:47,30.47324118,73.71313501,Urban Road,Wet,Dark,Clear,Police Checkpost,74,Female,24 yr,Valid,65,Yes,Truck,average,Minor
Rajasthan,Ajmer,2021,August,05-12-2021 17:41,25.03877964,76.63176148,Urban Road,Dry,Dusk,Stormy,Signs,29,Female,6 months,Valid,72,Yes,Bus,bad,Serious
Jharkhand,Central District-21,2019,June,28-06-2019 10:46,36.2620006,79.9718714,State Highway,Wet,Dark,Rainy,Signs,31,Male,10 months,No license,129,Yes,Two-Wheeler,bad,Fatal
Andhra Pradesh,North Port-49,2021,February,27-02-2021 20:48,15.68996353,83.78024125,National Highway,Dry,Daylight,Clear,Signs,22,Male,5 months,Expired,57,Yes,Two-Wheeler,average,Serious
Karnataka,Belgaum,2020,July,25-05-2020 07:12,16.91177841,78.24975162,National Highway,Dry,Dark,Clear,Police Checkpost,56,Female,5 months,Valid,114,No,Two-Wheeler,good,Minor
