State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity,hour,day_of_week,is_weekend,is_rush_hour,weather_score,road_type_score,road_cond_score,age_score,license_score,alcohol_flag,experience_score,vehicle_condition_score,driver_speed_score,State Name_enc,City Name_enc,Accident Severity_enc,Vehicle Type Involved_enc,Lighting Conditions_enc,Traffic Control Presence_enc,target
Telangana,East District-38,2018,June,2018-02-11 07:29:00,18.05235527,78.49858615,State Highway,Under Construction,Dark,Rainy,Signals,60,Female,11 yr,No license,78,Yes,Truck,poor,Serious,7,6,1,1,4,4,5,2,3.0,1,1,5,3,27,1097,2,5,0,1,1
Punjab,Jalandhar-10,2022,May,2022-05-27 22:25:00,22.99840609,78.9769782,National Highway,Dry,Dusk,Foggy,Signals,19,Male,1 yr,Valid,144,No,Pedestrian,average,Minor,22,4,0,0,4,5,1,4,1.0,0,3,3,5,23,1800,1,4,3,1,0
Gujarat,Rajkot,2022,March,2022-08-21 12:44:00,20.49006537,71.95687203,Urban Road,Dry,Dark,Rainy,Signals,74,Female,8 months,Valid,136,Yes,Two-Wheeler,poor,Minor,12,6,1,0,4,3,1,1,1.0,1,4,5,5,8,3230,1,6,0,1,0
Uttarakhand,Nainital-13,2020,June,2020-06-20 03:49:00,22.95397112,79.04199045,Village Road,Wet,Daylight,Stormy,Signals,53,Female,7 yr,Valid,25,No,Pedestrian,poor,Minor,3,5,1,0,5,2,3,2,1.0,0,1,5,1,30,2355,1,4,2,1,0
Tamil Nadu,West Town-16,2021,May,2021-02-28 05:43:00,9.44062496,77.20066068,Urban Road,Dry,Dark,Rainy,Police Checkpost,65,Female,22 yr,Valid,87,Yes,Cycle,poor,Minor,5,6,1,0,4,3,1,1,1.0,1,1,5,4,26,4181,1,3,0,0,0
Maharashtra,Nagpur-8,2020,October,2020-10-07 08:28:00,23.03411026,79.0419562,National Highway,Dry,Daylight,Rainy,Signals,59,Female,11 yr,Expired,110,No,Truck,good,Minor,8,2,0,1,4,5,1,2,2.0,0,1,1,5,16,2349,1,5,2,1,0
Andhra Pradesh,Nellore-10,2018,May,2018-05-20 02:35:00,23.01567516,79.00989636,Urban Road,Under Construction,Dawn,Stormy,Signs,66,Female,4 yr,Valid,65,No,Auto-Rickshaw,poor,Fatal,2,6,1,0,5,3,5,1,1.0,0,2,5,3,0,2416,0,0,1,2,2
Gujarat,Rajkot-3,2019,January,2019-01-01 17:33:00,22.96839736,79.0068669,National Highway,Wet,Dark,Hazy,Signs,23,Female,2 yr,Valid,114,No,Truck,average,Minor,17,1,0,1,2,5,3,3,1.0,0,2,3,5,8,3243,1,5,0,2,0
Haryana,Hisar,2020,May,2020-08-07 01:57:00,29.35574272,76.91138423,Urban Road,Dry,Dawn,Clear,Signs,65,Female,12 yr,Valid,141,Yes,Two-Wheeler,bad,Serious,1,4,0,0,1,3,1,1,1.0,1,1,5,5,9,1447,2,6,1,2,1
Mizoram,West City-23,2020,February,2020-01-09 05:12:00,23.50323424,74.5884945,National Highway,Under Construction,Dawn,Rainy,Police Checkpost,20,Female,16 yr,Valid,57,Yes,Two-Wheeler,poor,Fatal,5,3,0,0,4,5,5,4,1.0,1,1,5,2,19,4040,0,6,1,0,2
Mizoram,North District-39,2020,December,2020-11-21 21:17:00,13.30790755,69.44890427,State Highway,Wet,Daylight,Hazy,Signs,63,Female,30 yr,No license,26,Yes,Two-Wheeler,good,Fatal,21,5,1,0,2,4,3,2,3.0,1,1,1,1,19,2780,0,6,2,2,2
Bihar,New City-38,2019,April,2019-03-02 23:47:00,16.09541147,82.35519541,National Highway,Wet,Dusk,Rainy,Signs,22,Male,8 months,Valid,120,Yes,Truck,average,Serious,23,5,1,0,4,5,3,3,1.0,1,4,3,5,3,2463,2,5,3,2,1
Tamil Nadu,Coimbatore,2022,February,2022-11-04 18:18:00,10.67012721,76.79113933,National Highway,Wet,Dawn,Clear,Police Checkpost,56,Female,22 yr,Valid,79,No,Two-Wheeler,bad,Serious,18,4,0,1,1,5,3,2,1.0,0,1,5,3,26,817,2,6,1,0,1
Manipur,Imphal-64,2018,April,2018-04-17 12:17:00,23.00629134,78.97724563,State Highway,Damaged,Daylight,Foggy,Signals,48,Male,8 yr,Expired,89,No,Pedestrian,bad,Minor,12,1,0,0,4,4,4,2,2.0,0,1,5,4,17,1636,1,4,2,1,0
Andhra Pradesh,Eluru,2018,February,2018-07-31 14:10:00,18.74562871,77.80817989,National Highway,Damaged,Dark,Rainy,Police Checkpost,19,Male,9 months,Valid,102,No,Two-Wheeler,good,Serious,14,1,0,0,4,5,4,4,1.0,0,4,1,5,0,1216,2,6,0,0,1
Manipur,Imphal-56,2020,April,2020-04-22 16:38:00,23.01611165,78.95144254,National Highway,Dry,Dark,Clear,Signals,32,Male,6 months,No license,47,No,Two-Wheeler,poor,Minor,16,2,0,0,1,5,1,3,3.0,0,4,5,2,17,1627,1,6,0,1,0
Gujarat,Ahmedabad-2,2018,August,2018-08-03 09:03:00,23.04110544,78.95976676,National Highway,Dry,Dawn,Foggy,Signals,21,Female,2 months,Expired,110,No,Pedestrian,average,Fatal,9,4,0,1,4,5,1,3,2.0,0,5,3,5,8,97,0,4,1,1,2
Arunachal Pradesh,East Town-30,2023,November,2023-04-08 04:47:00,17.34160826,77.05795977,State Highway,Dry,Daylight,Hazy,Signs,31,Female,20 yr,Valid,71,Yes,Bus,poor,Serious,4,5,1,0,2,4,1,3,1.0,1,1,5,3,1,1189,2,1,2,2,1
Tamil Nadu,Madurai,2020,June,2020-10-28 14:29:00,11.40106027,78.21630318,National Highway,Under Construction,Dusk,Foggy,Signals,18,Male,18 yr,Valid,130,No,Two-Wheeler,bad,Serious,14,2,0,0,4,5,5,4,1.0,0,1,5,5,26,2184,2,6,3,1,1
Puducherry,Puducherry-23,2023,February,2023-02-26 23:48:00,22.98557225,78.96920227,Village Road,Under Construction,Dusk,Stormy,Police Checkpost,68,Female,1 yr,Valid,57,No,Two-Wheeler,poor,Serious,23,6,1,0,5,2,5,1,1.0,0,3,5,2,22,3100,2,6,3,0,1
Maharashtra,Central Port-5,2018,June,2018-03-26 03:06:00,20.6220912,76.82249896,State Highway,Dry,Dusk,Stormy,Signals,23,Male,4 yr,Valid,19,Yes,Truck,average,Fatal,3,0,0,0,5,4,1,3,1.0,1,2,3,1,16,664,0,5,3,1,2
Chhattisgarh,New Port-50,2023,March,2023-09-21 00:09:00,19.85187017,91.97054155,State Highway,Dry,Daylight,Stormy,Signals,21,Female,8 months,Expired,45,No,Auto-Rickshaw,average,Minor,0,3,0,0,5,4,1,3,2.0,0,4,3,2,5,2612,1,0,2,1,0
Arunachal Pradesh,New Port-32,2023,January,2023-08-24 08:23:00,31.96475174,95.60435808,Village Road,Dry,Dawn,Rainy,Signals,35,Female,9 months,Valid,13,No,Cycle,medium,Serious,8,3,0,1,4,2,1,3,1.0,0,4,3,1,1,2592,2,3,1,1,1
Madhya Pradesh,Bhopal,2019,September,2019-09-22 07:59:00,24.1286579,80.97577793,Village Road,Damaged,Dark,Clear,Signs,19,Male,15 yr,Valid,53,Yes,Truck,good,Fatal,7,6,1,1,1,2,4,4,1.0,1,1,1,2,15,446,0,5,0,2,2
Haryana,Gurgaon,2019,September,2019-09-30 18:12:00,29.88159969,77.44212917,National Highway,Wet,Dark,Rainy,Signals,53,Male,5 yr,Valid,65,No,Bus,bad,Minor,18,0,0,1,4,5,3,2,1.0,0,1,5,3,9,1328,1,1,0,1,0
Telangana,North District-14,2020,November,2020-06-24 10:26:00,15.77398047,78.98750035,Village Road,Dry,Dark,Rainy,Signs,28,Male,10 months,Expired,51,Yes,Two-Wheeler,poor,Minor,10,2,0,0,4,2,1,3,2.0,1,4,5,2,27,2753,1,6,0,2,0
Madhya Pradesh,Sagar,2021,August,2021-11-30 21:48:00,21.28839992,79.79169653,Village Road,Wet,Dusk,Hazy,Signals,29,Male,10 yr,Valid,123,No,Car,bad,Minor,21,1,0,0,2,2,3,3,1.0,0,1,5,5,15,3454,1,2,3,1,0
Maharashtra,Nashik-7,2020,January,2020-01-04 15:32:00,23.04454782,78.97733671,Urban Road,Wet,Dawn,Stormy,Signs,67,Female,4 yr,Valid,150,No,Car,good,Fatal,15,5,1,0,5,3,3,1,1.0,0,2,1,5,16,2412,0,2,1,2,2
Kerala,Kochi-11,2018,February,2018-02-10 01:05:00,22.98108119,78.97408754,Urban Road,Dry,Daylight,Rainy,Signals,27,Female,4 months,Valid,30,Yes,Car,good,Fatal,1,5,1,0,4,3,1,3,1.0,1,5,1,1,14,1922,0,2,2,1,2
Uttarakhand,West District-32,2020,July,2020-06-18 01:37:00,18.91724688,81.52982535,State Highway,Under Construction,Dawn,Clear,Signals,28,Male,8 months,Valid,88,No,Truck,poor,Minor,1,3,0,0,1,4,5,3,1.0,0,4,5,4,30,4100,1,5,1,1,0
Uttarakhand,Dehradun-27,2021,February,2021-02-25 10:47:00,22.95439935,79.03946997,Urban Road,Dry,Daylight,Hazy,Signs,56,Female,12 yr,Expired,78,No,Cycle,good,Serious,10,3,0,0,2,3,1,2,2.0,0,1,1,3,30,887,2,3,2,2,1
Madhya Pradesh,Jabalpur,2019,June,2019-10-26 13:00:00,23.57522511,74.60961598,Village Road,Wet,Daylight,Rainy,Signals,63,Female,9 months,Valid,79,Yes,Truck,bad,Serious,13,5,1,0,4,2,3,2,1.0,1,4,5,3,15,1759,2,5,2,1,1
Rajasthan,Alwar,2020,February,2020-10-12 07:05:00,32.43771617,74.69317908,Village Road,Damaged,Daylight,Clear,Police Checkpost,58,Male,30 yr,Valid,76,Yes,Two-Wheeler,good,Serious,7,0,0,1,1,2,4,2,1.0,1,1,1,3,24,222,2,6,2,0,1
Telangana,Karimnagar,2019,March,2019-06-23 05:24:00,15.65150785,81.55455113,National Highway,Dry,Dark,Foggy,Signals,69,Female,1 months,Valid,57,No,Two-Wheeler,bad,Fatal,5,6,1,0,4,5,1,1,1.0,0,5,5,2,27,1917,0,6,0,1,2
Jammu and Kashmir,Baramulla-22,2023,August,2023-08-19 23:54:00,33.7378541,76.60067367,State Highway,Dry,Daylight,Foggy,Signs,63,Female,11 yr,Valid,45,Yes,Cycle,medium,Serious,23,5,1,0,4,4,1,2,1.0,1,1,3,2,11,348,2,3,2,2,1
Goa,New City-9,2023,April,2023-06-20 12:23:00,22.44426163,85.30585279,State Highway,Wet,Dusk,Stormy,Signs,38,Male,10 yr,No license,36,No,Two-Wheeler,medium,Serious,12,1,0,0,5,4,3,3,3.0,0,1,3,1,7,2481,2,6,3,2,1
Tamil Nadu,Tiruchirappalli,2022,January,2022-11-24 16:39:00,13.05101408,76.61404982,State Highway,Damaged,Dawn,Foggy,Signs,32,Male,8 yr,Valid,81,No,Two-Wheeler,medium,Fatal,16,3,0,0,4,4,4,3,1.0,0,1,3,4,26,3864,0,6,1,2,2
Puducherry,Puducherry-77,2018,April,2018-04-20 00:41:00,22.96810827,79.01449676,National Highway,Damaged,Dark,Clear,Signs,46,Female,3 yr,Valid,110,No,Cycle,average,Minor,0,4,0,0,1,5,4,2,1.0,0,2,3,5,22,3159,1,3,0,2,0
Tamil Nadu,Vellore,2022,September,2022-06-08 14:01:00,9.86291931,78.07345846,State Highway,Under Construction,Dawn,Stormy,Police Checkpost,32,Male,2 months,Valid,105,Yes,Cycle,poor,Serious,14,2,0,0,5,4,5,3,1.0,1,5,5,5,26,3974,2,3,1,0,1
Tamil Nadu,Tiruchirappalli,2019,May,2019-07-14 23:09:00,12.30322827,79.65991789,Village Road,Wet,Dusk,Stormy,Signals,50,Male,5 yr,Valid,137,Yes,Pedestrian,good,Minor,23,6,1,0,5,2,3,2,1.0,1,1,1,5,26,3864,1,4,3,1,0
Telangana,Warangal,2018,February,2018-04-20 19:22:00,15.64496635,78.74621521,National Highway,Wet,Dawn,Rainy,Signs,30,Male,16 yr,Expired,35,No,Cycle,poor,Fatal,19,4,0,1,4,5,3,3,2.0,0,1,5,1,27,4024,0,3,1,2,2
Manipur,Central City-35,2020,August,2020-07-29 08:37:00,19.53969587,89.91644842,Village Road,Wet,Daylight,Hazy,Signs,64,Male,21 yr,No license,75,Yes,Bus,medium,Minor,8,2,0,1,2,2,3,2,3.0,1,1,3,3,17,549,1,1,2,2,0
Telangana,Nizamabad,2023,February,2023-03-09 02:55:00,15.6353945,79.99932558,National Highway,Wet,Dusk,Rainy,Signs,45,Female,15 yr,Valid,149,No,Two-Wheeler,good,Serious,2,3,0,0,4,5,3,2,1.0,0,1,1,5,27,2666,2,6,3,2,1
Haryana,Gurgaon,2019,April,2019-02-15 14:55:00,28.16208625,77.29812289,State Highway,Wet,Dusk,Foggy,Police Checkpost,73,Male,25 yr,No license,31,No,Cycle,medium,Serious,14,4,0,0,4,4,3,1,3.0,0,1,3,1,9,1328,2,3,3,0,1
Gujarat,Central Port-30,2018,November,2018-03-30 18:43:00,23.97476162,73.09896311,State Highway,Under Construction,Dusk,Foggy,Signs,66,Female,2 yr,Valid,26,No,Two-Wheeler,bad,Minor,18,4,0,1,4,4,5,1,1.0,0,2,5,1,8,643,1,6,3,2,0
Manipur,East City-43,2021,December,2021-04-12 07:58:00,31.70436477,84.03583527,State Highway,Wet,Dawn,Rainy,Police Checkpost,22,Male,30 yr,Valid,16,No,Cycle,average,Serious,7,0,0,1,4,4,3,3,1.0,0,1,3,1,17,1053,2,3,1,0,1
Nagaland,West Port-2,2023,June,2023-03-14 15:12:00,10.14729765,69.4349238,Village Road,Dry,Dawn,Rainy,Signals,35,Male,9 months,Valid,116,Yes,Car,medium,Fatal,15,1,0,0,4,2,1,3,1.0,1,4,3,5,20,4136,0,2,1,1,2
Rajasthan,Jaisalmer-8,2023,April,2023-04-11 12:42:00,27.07345917,74.20549947,National Highway,Dry,Daylight,Stormy,Police Checkpost,51,Male,1 yr,Valid,77,No,Bus,good,Minor,12,1,0,0,5,5,1,2,1.0,0,3,1,3,24,1797,1,1,2,0,0
Rajasthan,Jodhpur-11,2020,December,2020-12-17 21:46:00,27.00013278,74.25202998,Village Road,Wet,Dusk,Foggy,Police Checkpost,48,Male,8 yr,Valid,137,Yes,Truck,poor,Minor,21,3,0,0,4,2,3,2,1.0,1,1,5,5,24,1849,1,5,3,0,0
Chandigarh,East City-23,2023,April,2023-07-07 07:41:00,15.15683194,75.26805876,Village Road,Dry,Dark,Clear,Signs,37,Female,1 months,Valid,46,Yes,Auto-Rickshaw,medium,Minor,7,4,0,1,1,2,1,3,1.0,1,5,3,2,4,1031,1,0,0,2,0
Jharkhand,Ranchi-52,2023,August,2023-08-08 16:17:00,23.03636831,78.95429745,Village Road,Damaged,Dusk,Hazy,Signs,46,Male,5 yr,Valid,47,Yes,Auto-Rickshaw,average,Serious,16,1,0,0,2,2,4,2,1.0,1,1,3,2,12,3320,2,0,3,2,1
Punjab,Patiala,2021,May,2021-12-10 09:35:00,30.90933663,73.46802162,State Highway,Dry,Dusk,Clear,Signals,64,Male,21 yr,Expired,105,Yes,Truck,medium,Minor,9,4,0,1,1,4,1,2,2.0,1,1,3,5,23,3030,1,5,3,1,0
Andhra Pradesh,East City-14,2021,March,2021-12-29 18:51:00,19.04507715,79.26822524,Village Road,Wet,Dawn,Clear,Signals,58,Female,4 months,Valid,148,Yes,Cycle,bad,Serious,18,2,0,1,1,2,3,2,1.0,1,5,5,5,0,1021,2,3,1,1,1
Punjab,Amritsar,2018,October,2018-08-20 04:50:00,31.04501359,73.78108512,Village Road,Dry,Dawn,Hazy,Signs,37,Male,11 months,Valid,10,Yes,Two-Wheeler,average,Fatal,4,0,0,0,2,2,1,3,1.0,1,4,3,1,23,257,0,6,1,2,2
Arunachal Pradesh,New Port-16,2019,April,2019-10-22 21:18:00,29.97237104,82.90017804,State Highway,Dry,Daylight,Stormy,Police Checkpost,75,Male,23 yr,Expired,51,Yes,Bus,medium,Fatal,21,1,0,0,5,4,1,5,2.0,1,1,3,2,1,2575,0,1,2,0,2
Karnataka,Kolar,2022,June,2022-12-21 16:23:00,14.67904286,74.94046677,Urban Road,Damaged,Dawn,Clear,Signals,25,Male,11 yr,Valid,72,Yes,Bus,good,Fatal,16,2,0,0,1,3,4,3,1.0,1,1,1,3,13,2047,0,1,1,1,2
Karnataka,Hubli,2018,May,2018-04-05 16:52:00,13.09983209,76.87448916,National Highway,Damaged,Daylight,Rainy,Signals,42,Female,14 yr,Valid,90,Yes,Two-Wheeler,bad,Serious,16,3,0,0,4,5,4,3,1.0,1,1,5,4,13,1483,2,6,2,1,1
Gujarat,Gandhinagar,2021,October,2021-09-30 17:53:00,21.88652746,69.8295925,Village Road,Dry,Dawn,Stormy,Signals,73,Male,8 months,Valid,17,No,Truck,good,Fatal,17,3,0,1,5,2,1,1,1.0,0,4,1,1,8,1241,0,5,1,1,2
Maharashtra,Amravati,2021,November,2021-05-21 20:22:00,17.97697639,78.62652813,Urban Road,Dry,Dawn,Stormy,Signs,72,Male,12 yr,Valid,36,Yes,Two-Wheeler,average,Minor,20,4,0,0,5,3,1,1,1.0,1,1,3,1,16,256,1,6,1,2,0
Jharkhand,West Port-20,2020,June,2020-09-21 06:48:00,35.69264097,95.32329304,State Highway,Dry,Dark,Hazy,Police Checkpost,57,Female,8 yr,Expired,61,Yes,Two-Wheeler,poor,Serious,6,0,0,0,2,4,1,2,2.0,1,1,5,3,12,4137,2,6,0,0,1
Tamil Nadu,South City-17,2020,October,2020-06-19 13:57:00,12.97754053,78.32017599,State Highway,Damaged,Dawn,Foggy,Signals,43,Male,2 months,No license,100,No,Car,bad,Minor,13,4,0,0,4,4,4,3,3.0,0,5,5,4,26,3563,1,2,1,1,0
Meghalaya,Shillong-16,2021,September,2021-09-17 09:01:00,25.49310762,91.38529135,National Highway,Dry,Dark,Stormy,Signs,48,Male,10 yr,Valid,95,No,Truck,medium,Serious,9,4,0,1,5,5,1,2,1.0,0,1,3,4,18,3476,2,5,0,2,1
Madhya Pradesh,Ratlam,2019,July,2019-12-13 08:34:00,25.46956251,77.84977612,National Highway,Wet,Daylight,Hazy,Signals,80,Female,10 months,Valid,25,Yes,Two-Wheeler,bad,Minor,8,4,0,1,2,5,3,5,1.0,1,4,5,1,15,3367,1,6,2,1,0
Gujarat,Ahmedabad,2019,November,2019-05-21 09:53:00,23.73165324,73.02708501,Village Road,Wet,Dawn,Stormy,Police Checkpost,51,Female,5 yr,Valid,75,Yes,Truck,bad,Minor,9,1,0,1,5,2,3,2,1.0,1,1,5,3,8,86,1,5,1,0,0
Meghalaya,Tura-5,2022,June,2022-06-09 21:55:00,25.51023895,91.32975955,State Highway,Damaged,Dawn,Hazy,Signs,21,Male,15 yr,Valid,14,Yes,Two-Wheeler,good,Serious,21,3,0,0,2,4,4,3,1.0,1,1,1,1,18,3911,2,6,1,2,1
Madhya Pradesh,Indore,2023,December,2023-05-19 14:06:00,24.62722323,82.58700048,National Highway,Damaged,Dusk,Rainy,Police Checkpost,40,Female,9 yr,No license,91,Yes,Two-Wheeler,medium,Minor,14,4,0,0,4,5,4,3,3.0,1,1,3,4,15,1663,1,6,3,0,0
Manipur,Central Town-10,2020,September,2020-10-06 21:40:00,16.92431601,78.8670049,National Highway,Dry,Dusk,Foggy,Police Checkpost,20,Male,30 yr,Valid,140,Yes,Cycle,good,Minor,21,1,0,0,4,5,1,4,1.0,1,1,1,5,17,671,1,3,3,0,0
Haryana,Rohtak,2020,November,2020-07-01 18:28:00,28.74036044,76.31116636,State Highway,Under Construction,Dark,Hazy,Signals,48,Female,10 yr,Valid,127,Yes,Two-Wheeler,good,Serious,18,2,0,1,2,4,5,2,1.0,1,1,1,5,9,3430,2,6,0,1,1
Gujarat,West Port-40,2019,May,2019-11-22 09:05:00,23.7082652,72.76814102,National Highway,Wet,Dawn,Clear,Police Checkpost,75,Female,21 yr,Valid,90,Yes,Two-Wheeler,good,Fatal,9,4,0,1,1,5,3,5,1.0,1,1,1,4,8,4159,0,6,1,0,2
Goa,West City-33,2021,January,2021-08-11 17:23:00,31.97031682,93.77580496,State Highway,Dry,Dark,Rainy,Police Checkpost,40,Female,19 yr,Valid,79,No,Pedestrian,medium,Minor,17,2,0,1,4,4,1,3,1.0,0,1,3,3,7,4051,1,4,0,0,0
Maharashtra,West Port-35,2019,December,2019-08-29 14:16:00,16.79756708,77.69905806,National Highway,Wet,Dusk,Rainy,Signs,28,Female,11 months,No license,124,No,Car,good,Minor,14,3,0,0,4,5,3,3,3.0,0,4,1,5,16,4153,1,2,3,2,0
Goa,East City-22,2020,March,2020-04-29 20:40:00,11.36547835,83.93393014,National Highway,Wet,Dawn,Foggy,Signs,46,Male,1 yr,Valid,16,Yes,Cycle,bad,Minor,20,2,0,0,4,5,3,2,1.0,1,3,5,1,7,1030,1,3,1,2,0
Chandigarh,Chandigarh-77,2022,October,2022-10-04 17:23:00,22.97842067,79.01138973,Village Road,Wet,Dawn,Clear,Signs,45,Male,7 yr,Valid,59,Yes,Auto-Rickshaw,poor,Serious,17,1,0,1,1,2,3,2,1.0,1,1,5,2,4,794,2,0,1,2,1
Gujarat,Rajkot,2020,April,2020-07-05 21:15:00,23.57970012,69.42404232,State Highway,Dry,Dawn,Clear,Police Checkpost,19,Male,11 yr,Valid,120,No,Car,bad,Serious,21,6,1,0,1,4,1,4,1.0,0,1,5,5,8,3230,2,2,1,0,1
Assam,North Town-9,2018,November,2018-08-29 18:19:00,30.90295521,86.77110064,State Highway,Dry,Dawn,Hazy,Signals,69,Male,4 months,Valid,56,Yes,Bus,bad,Fatal,18,2,0,1,2,4,1,1,1.0,1,5,5,2,2,2897,0,1,1,1,2
Haryana,Rohtak,2022,January,2022-03-20 11:26:00,28.95265703,76.8219926,Urban Road,Wet,Dawn,Stormy,Signals,28,Male,28 yr,Valid,121,No,Car,average,Minor,11,6,1,0,5,3,3,3,1.0,0,1,3,5,9,3430,1,2,1,1,0
Tamil Nadu,New Town-44,2021,September,2021-05-03 19:00:00,11.14704077,76.37024415,National Highway,Dry,Dusk,Clear,Signals,34,Female,1 months,Valid,52,No,Cycle,medium,Fatal,19,0,0,1,1,5,1,3,1.0,0,5,3,2,26,2654,0,3,3,1,2
Mizoram,New City-23,2020,September,2020-04-09 03:12:00,22.39678356,70.63713285,Village Road,Wet,Dusk,Rainy,Signs,44,Male,17 yr,Valid,100,No,Bus,poor,Fatal,3,3,0,0,4,2,3,3,1.0,0,1,5,4,19,2447,0,1,3,2,2
Andhra Pradesh,Nellore,2020,February,2020-04-21 18:56:00,18.01012968,83.52492231,National Highway,Wet,Dusk,Stormy,Police Checkpost,18,Male,30 yr,Valid,38,Yes,Two-Wheeler,good,Minor,18,1,0,1,5,5,3,4,1.0,1,1,1,1,0,2415,1,6,3,0,0
Rajasthan,North District-49,2019,September,2019-05-18 11:55:00,36.22871392,72.25165162,Urban Road,Dry,Dusk,Rainy,Police Checkpost,28,Female,26 yr,Valid,137,Yes,Truck,average,Fatal,11,5,1,0,4,3,1,3,1.0,1,1,3,5,24,2791,0,5,3,0,2
Sikkim,South Port-28,2018,June,2018-02-21 02:00:00,31.01976413,74.66059128,National Highway,Dry,Dawn,Stormy,Signals,47,Male,1 months,Valid,142,Yes,Cycle,poor,Fatal,2,2,0,0,5,5,1,2,1.0,1,5,5,5,25,3675,0,3,1,1,2
Madhya Pradesh,Indore,2023,November,2023-03-14 06:42:00,20.67112381,74.45204495,National Highway,Dry,Dusk,Clear,Signals,44,Male,24 yr,Valid,105,No,Bus,average,Fatal,6,1,0,0,1,5,1,3,1.0,0,1,3,5,15,1663,0,1,3,1,2
Gujarat,Ahmedabad,2023,May,2023-09-19 21:57:00,23.52892801,72.56740134,Village Road,Wet,Dark,Stormy,Signs,40,Male,4 yr,Valid,126,Yes,Car,poor,Fatal,21,1,0,0,5,2,3,3,1.0,1,2,5,5,8,86,0,2,0,2,2
Maharashtra,Pune-10,2023,July,2023-07-03 02:05:00,22.99405521,79.00188092,State Highway,Wet,Dark,Rainy,Police Checkpost,44,Male,3 months,Valid,79,No,Auto-Rickshaw,medium,Fatal,2,0,0,0,4,4,3,3,1.0,0,5,3,3,16,3184,0,0,0,0,2
Arunachal Pradesh,West District-26,2022,June,2022-01-28 15:31:00,33.57384526,72.0148414,Village Road,Dry,Dawn,Rainy,Signs,39,Male,6 months,Valid,139,Yes,Bus,medium,Minor,15,4,0,0,4,2,1,3,1.0,1,4,3,5,1,4093,1,1,1,2,0
Assam,New Port-33,2021,August,2021-03-06 07:38:00,22.81557428,84.13927101,Village Road,Dry,Dawn,Foggy,Police Checkpost,80,Female,22 yr,Valid,79,No,Two-Wheeler,medium,Serious,7,5,1,1,4,2,1,5,1.0,0,1,3,3,2,2593,2,6,1,0,1
Madhya Pradesh,Bhopal,2018,January,2018-05-25 01:06:00,26.34190863,75.85160345,National Highway,Wet,Dusk,Foggy,Police Checkpost,74,Female,24 yr,Expired,119,Yes,Two-Wheeler,bad,Serious,1,4,0,0,4,5,3,1,2.0,1,1,5,5,15,446,2,6,3,0,1
Nagaland,East City-26,2021,April,2021-10-23 16:31:00,25.11730067,70.24023935,Urban Road,Under Construction,Dusk,Rainy,Signals,64,Male,16 yr,Valid,141,No,Two-Wheeler,good,Serious,16,5,1,0,4,3,5,2,1.0,0,1,1,5,20,1034,2,6,3,1,1
Arunachal Pradesh,North Port-47,2021,April,2021-02-20 22:40:00,35.23705109,85.35657842,National Highway,Dry,Daylight,Hazy,Police Checkpost,39,Male,10 months,Valid,65,No,Two-Wheeler,bad,Serious,22,5,1,0,2,5,1,3,1.0,0,4,5,3,1,2839,2,6,2,0,1
Mizoram,North Town-9,2023,June,2023-03-17 20:24:00,23.55945245,75.90207344,Urban Road,Dry,Dark,Rainy,Signals,78,Female,7 months,Valid,98,Yes,Cycle,average,Minor,20,4,0,0,4,3,1,5,1.0,1,4,3,4,19,2897,1,3,0,1,0
Andhra Pradesh,North Town-15,2019,June,2019-11-07 12:40:00,14.01421139,83.20953478,Urban Road,Dry,Dusk,Rainy,Signs,31,Male,5 yr,Expired,146,No,Cycle,bad,Fatal,12,3,0,0,4,3,1,3,2.0,0,1,5,5,0,2854,0,3,3,2,2
Haryana,Faridabad,2022,March,2022-05-06 02:11:00,29.78110711,77.4389388,Village Road,Wet,Daylight,Stormy,Police Checkpost,52,Female,9 months,Valid,140,Yes,Two-Wheeler,medium,Minor,2,4,0,0,5,2,3,2,1.0,1,4,3,5,9,1217,1,6,2,0,0
Telangana,Mahbubnagar,2019,September,2019-09-23 03:37:00,17.20264809,80.5734454,National Highway,Dry,Dusk,Hazy,Signals,43,Male,19 yr,Valid,109,Yes,Pedestrian,medium,Minor,3,0,0,0,2,5,1,3,1.0,1,1,3,5,27,2199,1,4,3,1,0
Sikkim,Gyalshing,2023,November,2023-11-20 10:51:00,27.50280412,88.49906819,National Highway,Under Construction,Dawn,Rainy,Signs,55,Male,9 yr,Valid,138,Yes,Auto-Rickshaw,average,Serious,10,0,0,0,4,5,5,2,1.0,1,1,3,5,25,1392,2,0,1,2,1
Gujarat,Bharuch,2018,March,2018-12-25 05:30:00,23.31630927,68.95476677,Urban Road,Dry,Dark,Hazy,Signals,64,Female,18 yr,Valid,66,No,Bus,bad,Minor,5,1,0,0,2,3,1,2,1.0,0,1,5,3,8,445,1,1,0,1,0
Goa,North Port-18,2021,January,2021-03-31 12:31:00,11.37760225,88.51349262,State Highway,Under Construction,Dawn,Stormy,Signs,31,Male,7 yr,Valid,60,No,Two-Wheeler,medium,Minor,12,2,0,0,5,4,5,3,1.0,0,1,3,2,7,2807,1,6,1,2,0
